ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,number_of_tastes
1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73.0,4.0,3,1,1,0,0,0,1,0,cinamon and nutmeg,1
1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74.0,3.5,3,1,1,0,0,0,1,0,tobacco,3
1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74.0,3.5,3,1,1,0,0,0,1,0,mocha,3
1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74.0,3.5,3,1,1,0,0,0,1,0,nutty,3
797,Bernachon,France,2012,Blend,Nature,55.0,2.75,5,1,1,1,1,0,1,0,sweet,3
508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64.0,3.5,3,1,1,0,0,0,1,0,ham-like,3
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72.0,3.5,3,1,1,0,0,0,1,0,dark cocoa,2
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70.0,3.25,3,1,1,0,0,0,1,0,creamy,3
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74.0,3.25,3,1,1,0,0,0,1,0,nutty,3
636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72.0,4.0,3,1,1,0,0,0,1,0,creamy,3
636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72.0,3.5,3,1,1,0,0,0,1,0,creamy,3
636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64.0,3.0,3,1,1,0,0,0,1,0,chunky,3
636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88.0,3.0,3,1,1,0,0,0,1,0,bitter then nutty rustic,2
1486,Bisou,U.S.A,2015,Belize,Belize,86.0,3.25,4,1,1,1,0,0,1,0,mild bitter,3
1482,Bisou,U.S.A,2015,Nicaragua,"Nicaragua, American style",76.0,2.5,2,1,0,0,0,0,1,0,bitter,3
1486,Bisou,U.S.A,2015,Costa rica,"San Andres, American style",76.0,2.5,2,1,0,0,0,0,1,0,molasses,3
1486,Bisou,U.S.A,2015,Costa rica,"San Andres, silk",78.0,2.5,4,1,1,1,0,0,1,0,sour,3
2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70.0,3.5,4,1,1,0,1,0,1,0,smooth texture,3
2088,Bitacora,Venezuela,2018,Venezuela,Merida,70.0,3.0,4,1,1,0,1,0,1,0,gritty,3
2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70.0,3.0,4,1,1,0,1,0,1,0,fatty,3
233,Bittersweet Origins,U.S.A,2008,Dominican republic,Puerto Plata,68.0,3.75,2,1,0,0,0,0,1,0,nutty,2
233,Bittersweet Origins,U.S.A,2008,Panama,Bocas del Toro,75.0,3.5,2,1,0,0,0,0,1,0,intense,3
233,Bittersweet Origins,U.S.A,2008,Madagascar,Sambirano,71.0,3.0,2,1,0,0,0,0,1,0,rich cocoa,3
256,Bittersweet Origins,U.S.A,2008,Ghana,Ankasa,70.0,3.0,2,1,0,0,0,0,1,0,nutmeg,2
414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,65.0,3.5,2,1,0,0,0,0,1,0,intense marshmallow,2
431,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,65.0,3.5,2,1,0,0,0,0,1,0,chocolate covered cherries,1
423,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,75.0,3.25,2,1,0,0,0,0,1,0,rustic,3
414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,75.0,3.0,2,1,0,0,0,0,1,0,chalky,3
502,Bittersweet Origins,U.S.A,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70.0,3.75,2,1,0,0,0,0,1,0,robust,3
478,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",75.0,3.25,2,1,0,0,0,0,1,0,dry,3
565,Bittersweet Origins,U.S.A,2010,Madagascar,"Sambirano, 2009",70.0,3.0,2,1,0,0,0,0,1,0,red berry,3
565,Bittersweet Origins,U.S.A,2010,Venezuela,"Ocumare, prototype",78.0,3.0,2,1,0,0,0,0,1,0,nutty,2
558,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",65.0,2.75,2,1,0,0,0,0,1,0,pastey,3
963,Bittersweet Origins,U.S.A,2012,Ghana,Ghana,72.0,3.5,3,1,1,0,0,0,1,0,roasted nuts,3
2114,Bixby,U.S.A,2018,Dominican republic,Dominican Republic,70.0,3.25,2,1,0,0,0,0,1,0,sweet,2
2108,Bixby,U.S.A,2018,Haiti,Haiti,70.0,3.0,2,1,0,0,0,0,1,0,floral,3
2114,Bixby,U.S.A,2018,Guatemala,Guatemala,70.0,3.0,2,1,0,0,0,0,1,0,molasses,3
2422,Bixby,U.S.A,2019,Belize,Belize,70.0,2.75,2,1,0,0,0,0,1,0,off,3
256,Black Mountain,U.S.A,2008,Nicaragua,Matiguas,70.0,3.0,3,1,1,0,0,0,1,0,rich,3
256,Black Mountain,U.S.A,2008,Dominican republic,La Red,70.0,2.75,3,1,1,0,0,0,1,0,unrefined,2
256,Black Mountain,U.S.A,2008,Venezuela,Carenero Superior,70.0,2.75,3,1,1,0,0,0,1,0,sweet grass,2
1331,Black River (A. Morin),U.k.,2014,Jamaica,Blue Mountain Region,70.0,2.75,4,1,1,0,1,0,1,0,fatty,2
322,Blanxart,Spain,2009,Blend,Organic Dark,72.0,2.75,4,1,1,1,0,0,1,0,oily,4
1046,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82.0,3.5,4,1,1,1,0,0,1,0,complex,3
911,Blue Bandana,U.S.A,2012,Madagascar,Madagascar,70.0,3.75,3,1,1,0,0,0,1,0,gritty,3
911,Blue Bandana,U.S.A,2012,Guatemala,Guatemala,70.0,3.5,3,1,1,0,0,0,1,0,chewy,3
1740,Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82.0,3.5,2,1,0,0,0,0,1,0,sandy,4
1752,Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75.0,3.5,2,1,0,0,0,0,1,0,bready,2
1756,Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75.0,3.0,2,1,0,0,0,0,1,0,astringent,3
1752,Blue Bandana,U.S.A,2016,Guatemala,Lachua,75.0,2.75,2,1,0,0,0,0,1,0,roasty,3
1996,Boho,U.S.A,2017,Belize,Maya Mtn,70.0,2.75,3,1,1,0,0,0,1,0,pungent off flavor,1
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74.0,3.25,2,1,0,0,0,0,1,0,grassy,3
2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72.0,2.75,2,1,0,0,0,0,1,0,sweet,3
2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68.0,2.5,2,1,0,0,0,0,1,0,sweet,3
48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75.0,4.0,3,1,1,0,0,0,1,0,creamy,3
81,Bonnat,France,2006,Venezuela,Chuao,75.0,4.0,3,1,1,0,0,0,1,0,creamy,3
24,Bonnat,France,2006,Blend,"Carribean, Trinite",75.0,3.75,3,1,1,0,0,0,1,0,spice,3
32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75.0,3.75,3,1,1,0,0,0,1,0,sandy,3
75,Bonnat,France,2006,Madagascar,Madagascar,75.0,3.75,3,1,1,0,0,0,1,0,mellow,3
81,Bonnat,France,2006,Sri lanka,Ceylan,75.0,3.0,3,1,1,0,0,0,1,0,vegetal,2
123,Bonnat,France,2007,Ecuador,Equateur,75.0,2.5,3,1,1,0,0,0,1,0,dry,3
199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75.0,4.0,3,1,1,0,0,0,1,0,creamy,3
331,Bonnat,France,2009,Ivory coast,Ivory Coast,75.0,3.0,3,1,1,0,0,0,1,0,oily,3
336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75.0,3.0,3,1,1,0,0,0,1,0,mild bitter,3
395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75.0,3.0,3,1,1,0,0,0,1,0,fatty,3
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75.0,2.75,3,1,1,0,0,0,1,0,flat,3
629,Bonnat,France,2011,Haiti,Haiti,75.0,4.0,3,1,1,0,0,0,1,0,grassy,2
629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75.0,4.0,3,1,1,0,0,0,1,0,fatty,3
629,Bonnat,France,2011,Brazil,Libanio,75.0,3.75,3,1,1,0,0,0,1,0,chunky,3
629,Bonnat,France,2011,Cuba,Cuba,75.0,3.5,3,1,1,0,0,0,1,0,fatty,3
629,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75.0,3.5,3,1,1,0,0,0,1,0,roasty,3
629,Bonnat,France,2011,Peru,Piura Blanco,75.0,3.5,3,1,1,0,0,0,1,0,creamy,3
672,Bonnat,France,2011,Brazil,Juliana,75.0,3.5,3,1,1,0,0,0,1,0,oily,4
761,Bonnat,France,2011,Jamaica,Jamaique,75.0,3.25,3,1,1,0,0,0,1,0,oily,3
1038,Bonnat,France,2013,Brazil,Maragnam,75.0,3.5,3,1,1,0,0,0,1,0,oily,3
1042,Bonnat,France,2013,Gabon,Gabon,75.0,3.25,3,1,1,0,0,0,1,0,fatty,3
1339,Bonnat,France,2014,Brazil,Kaori,75.0,4.0,3,1,1,0,0,0,1,0,creamy,3
1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65.0,3.75,3,1,1,0,0,0,1,0,complex,4
1418,Bonnat,France,2014,Dominican republic,"Los Colorados, Santo Domingo, Equateur",75.0,3.25,3,1,1,0,0,0,1,0,roasty,3
1912,Bonnat,France,2016,Mexico,Selva Maya,75.0,3.5,3,1,1,0,0,0,1,0,heavy roast,3
2246,Bonnat,France,2018,Peru,Madre de Dios,75.0,4.0,3,1,1,0,0,0,1,0,oily,3
2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75.0,4.0,3,1,1,0,0,0,1,0,creamy,3
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77.0,3.25,2,1,0,0,0,0,1,0,sticky,3
2134,Box Chocolate,U.S.A,2018,Dominican republic,Zorzal,72.0,3.25,3,1,1,0,0,0,1,0,spicy,2
2194,Brasstown,U.S.A,2018,Peru,Ucayali,70.0,3.75,3,1,1,0,0,0,1,0,sweet,3
2254,Brasstown,U.S.A,2018,Ecuador,Esmeraldas,75.0,3.5,3,1,1,0,0,0,1,0,balanced,3
1129,Brasstown aka It's Chocolate,U.S.A,2013,Ghana,"Ghana, batch 021813",75.0,3.5,5,1,1,1,1,0,1,0,fatty,3
1129,Brasstown aka It's Chocolate,U.S.A,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85.0,3.5,5,1,1,1,1,0,1,0,intense,2
1125,Brasstown aka It's Chocolate,U.S.A,2013,Ecuador,"Camino Verde, Guayas",70.0,3.25,5,1,1,1,1,0,1,0,intense,3
1125,Brasstown aka It's Chocolate,U.S.A,2013,Dominican republic,Cooproagro,72.0,3.0,5,1,1,1,1,0,1,0,oily,4
1355,Brasstown aka It's Chocolate,U.S.A,2014,Venezuela,Chuao,70.0,4.0,3,1,1,0,0,0,1,0,intense,3
1255,Brasstown aka It's Chocolate,U.S.A,2014,Belize,Maya Mountain,70.0,3.75,3,1,1,0,0,0,1,0,intense,3
1462,Brasstown aka It's Chocolate,U.S.A,2015,Dominican republic,"Conacado, batch 001515",68.0,3.75,3,1,1,0,0,0,1,0,complex,4
1868,Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70.0,3.75,3,1,1,0,0,0,1,0,simple,2
1868,Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70.0,3.5,3,1,1,0,0,0,1,0,nutty,3
1984,Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75.0,3.75,3,1,1,0,0,0,1,0,sandy,3
1980,Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70.0,3.25,3,1,1,0,0,0,1,0,earthy,2
2096,Brasstown aka It's Chocolate,U.S.A,2018,Bolivia,"Wild Bolivia, Sucre",70.0,4.0,3,1,1,0,0,0,1,0,nuts,2
1514,Brazen,U.S.A,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70.0,3.5,2,1,0,0,0,0,1,0,tart,4
1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,80.0,3.25,3,1,1,0,0,0,1,0,bitter,3
1518,Brazen,U.S.A,2015,Belize,Maya Mountain,80.0,3.25,3,1,1,0,0,0,1,0,mild smoke,3
1518,Brazen,U.S.A,2015,Madagascar,Ambolikapkly P.,60.0,3.25,3,1,1,0,0,0,1,0,citrus,3
1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,60.0,3.0,3,1,1,0,0,0,1,0,roasty,3
1518,Brazen,U.S.A,2015,Madagascar,Ambolikapiky P.,80.0,2.75,3,1,1,0,0,0,1,0,bitter,3
1149,Breeze Mill,U.S.A,2013,Jamaica,Jamaica,70.0,3.0,4,1,1,1,0,0,1,0,chalky,4
1231,Bright,Australia,2014,Dominican republic,Marabel Farms,70.0,3.5,3,1,1,0,0,0,1,0,spicy,3
1231,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72.0,3.5,3,1,1,0,0,0,1,0,floral,2
1231,Bright,Australia,2014,Madagascar,Somia Plantation,72.0,3.0,3,1,1,0,0,0,1,0,sweet,3
1235,Bright,Australia,2014,Trinidad,Gran Couva,68.0,2.75,3,1,1,0,0,0,1,0,fatty,3
1638,Britarev,Russia,2015,Ecuador,Ecuador,70.0,3.25,2,1,0,0,0,0,1,0,powdery,3
1181,Bronx Grrl Chocolate,U.S.A,2013,Dominican republic,Dominican Republic,68.0,2.75,3,1,1,0,0,0,1,0,gritty,3
2052,Bullion,U.k.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70.0,3.0,3,1,1,0,0,0,1,0,roasty and under refined,1
2052,Bullion,U.k.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70.0,2.5,3,1,1,0,0,0,1,0,dirt,3
1299,Burnt Fork Bend,U.S.A,2014,Ecuador,"Mindo, batch 01040914",72.0,3.5,3,1,1,0,0,0,1,0,floral,3
1299,Burnt Fork Bend,U.S.A,2014,Trinidad,"Trinidad, batch 05050114",72.0,3.25,3,1,1,0,0,0,1,0,high roast,3
1303,Burnt Fork Bend,U.S.A,2014,Belize,Belize,72.0,3.25,3,1,1,0,0,0,1,0,roasty,3
1303,Burnt Fork Bend,U.S.A,2014,Blend,Blend,72.0,3.25,3,1,1,0,0,0,1,0,coffee,3
1323,Burnt Fork Bend,U.S.A,2014,Ecuador,"Ecuador, Bob Bar",60.0,2.5,3,1,1,0,0,0,1,0,sweet,2
2314,By Cacao,South korea,2019,Ecuador,Ecuador,70.0,3.0,2,1,0,0,0,0,1,0,smokey,2
2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70.0,3.5,2,1,0,0,0,0,0,1,base cocoa w/ palm notes,1
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70.0,3.25,2,1,0,0,0,0,0,1,molasses,2
2266,Cacao 70,Canada,2019,Bolivia,Beniano,70.0,3.75,4,1,1,0,1,0,1,0,subtle but refreshing,1
2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70.0,3.5,4,1,1,0,1,0,1,0,vegetal,2
2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70.0,3.0,4,1,1,0,1,0,1,0,off pungent,3
1606,Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70.0,2.5,2,1,0,0,0,0,1,0,dirt,3
502,Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic w/ nibs,75.0,2.75,2,1,0,0,0,0,1,0,creamy,2
502,Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75.0,2.5,2,1,0,0,0,0,1,0,oily,3
600,Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75.0,2.25,2,1,0,0,0,0,1,0,over roasted,3
1215,Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75.0,2.5,2,1,0,0,0,0,1,0,roasty,3
147,Cacao Barry,France,2007,Mexico,Mexico,66.0,3.0,5,1,1,1,1,0,1,0,creamy,3
141,Cacao Barry,France,2007,Venezuela,Venezuela,72.0,2.0,5,1,1,1,1,0,1,0,sandy,3
300,Cacao Barry,France,2008,Tanzania,Tanzania,75.0,2.0,5,1,1,1,1,0,1,0,dry,3
586,Cacao Barry,France,2010,Dominican republic,Santo Domingo,70.0,3.0,5,1,1,1,1,0,1,0,spice,3
1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65.0,3.5,5,1,1,1,1,0,1,0,gritty,3
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72.0,3.75,2,1,0,0,0,0,1,0,light color,3
2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72.0,3.0,2,1,0,0,0,0,1,0,light color,3
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72.0,2.5,2,1,0,0,0,0,1,0,light color,3
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70.0,3.75,2,1,0,0,0,0,1,0,fruity,3
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75.0,3.5,2,1,0,0,0,0,1,0,bright fruit,2
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74.0,3.25,2,1,0,0,0,0,1,0,nutty,3
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75.0,2.5,2,1,0,0,0,0,1,0,intense,3
1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77.0,3.5,2,1,0,0,0,0,1,0,assertive,3
1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74.0,3.25,2,1,0,0,0,0,1,0,intense,3
1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75.0,3.25,2,1,0,0,0,0,1,0,spicy,3
2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75.0,2.75,2,1,0,0,0,0,1,0,sandy,3
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70.0,3.0,2,1,0,0,0,0,1,0,raspberry,3
2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75.0,2.5,2,1,0,0,0,0,1,0,high astringent,3
1430,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64.0,3.5,4,1,1,0,1,0,1,0,intense,3
1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70.0,3.5,4,1,1,0,1,0,1,0,earthy,3
1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70.0,3.25,4,1,1,0,1,0,1,0,intense,2
1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69.0,2.75,4,1,1,0,1,0,1,0,green,4
1662,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72.0,3.75,3,1,1,0,0,0,1,0,rich,3
1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71.0,3.75,3,1,1,0,0,0,1,0,distinct,3
1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74.0,3.75,3,1,1,0,0,0,1,0,mild cocoa,2
1860,Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70.0,3.5,4,1,1,0,1,0,1,0,deep cocoa,3
641,Cacao Prieto,U.S.A,2011,Dominican republic,Dominican Republic,66.0,3.75,2,1,0,0,0,0,1,0,creamy,3
647,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republic, rustic",65.0,3.25,2,1,0,0,0,0,1,0,rustic,4
641,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republicm, rustic",72.0,3.0,2,1,0,0,0,0,1,0,rustic,3
991,Cacao Prieto,U.S.A,2012,Dominican republic,"Criollo, Dominican Republic",72.0,3.75,2,1,0,0,0,0,1,0,oily,3
336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70.0,4.0,4,1,1,0,1,0,1,0,distinct lemon,1
346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70.0,4.0,4,1,1,0,1,0,1,0,creamy,4
523,Cacao Sampaka,Spain,2010,Papua new guinea,Papua,71.0,4.0,4,1,1,0,1,0,1,0,creamy,3
523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71.0,3.75,4,1,1,0,1,0,1,0,creamy,3
508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71.0,3.5,4,1,1,0,1,0,1,0,creamy,3
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71.0,3.5,4,1,1,0,1,0,1,0,gritty,3
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77.0,3.5,4,1,1,0,1,0,1,0,intense,3
537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71.0,3.25,4,1,1,0,1,0,1,0,silky,3
1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70.0,3.5,4,1,1,0,1,0,1,0,rich,3
1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70.0,3.5,2,1,0,0,0,0,1,0,balanced,3
1684,Cacao Store,Japan,2015,Peru,Peru,70.0,3.25,2,1,0,0,0,0,1,0,dried fruit,3
1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70.0,3.0,2,1,0,0,0,0,1,0,sour milk,3
2378,Cacaosuyo,Peru,2019,Peru,Chuncho-Cuzco,70.0,3.0,2,1,0,0,0,0,1,0,ripe grapes,2
1173,Cacaosuyo (Theobroma Inversiones),Peru,2013,Peru,Piura,70.0,3.25,2,1,0,0,0,0,1,0,gritty,2
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63.0,3.5,4,1,1,0,1,0,1,0,sandy,3
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71.0,3.5,4,1,1,0,1,0,1,0,dry,3
245,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82.0,2.5,4,1,1,0,1,0,1,0,cloying,3
259,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91.0,1.5,4,1,1,0,1,0,1,0,klingy,3
765,C-Amaro,Italy,2011,Trinidad,Trinidad,70.0,2.5,2,1,0,0,0,0,1,0,burnt coffee,2
749,C-Amaro,Italy,2011,Sao tome,Sao Tome,78.0,2.25,2,1,0,0,0,0,1,0,burnt up front,1
809,C-Amaro,Italy,2012,Venezuela,Venezuela,80.0,3.0,2,1,0,0,0,0,1,0,nutty,3
1185,C-Amaro,Italy,2013,Ecuador,Ecuador,100.0,3.5,1,1,0,0,0,0,0,0,fatty,3
1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70.0,3.5,2,1,0,0,0,0,1,0,oily surface,3
1442,C-Amaro,Italy,2014,Dominican republic,Dominican Republic,72.0,3.0,2,1,0,0,0,0,1,0,intense,3
1442,C-Amaro,Italy,2014,Cuba,Cuba,75.0,2.5,2,1,0,0,0,0,1,0,intense,3
1808,Cao,U.S.A,2016,Brazil,Brazil,70.0,3.25,3,1,1,0,0,0,1,0,dairy,3
1804,Cao,U.S.A,2016,Venezuela,"Porcelana, Batch 5163",70.0,3.0,3,1,1,0,0,0,1,0,strong nutty with off notes,1
1808,Cao,U.S.A,2016,Bolivia,Bolivia,75.0,3.0,3,1,1,0,0,0,1,0,sandy,3
1804,Cao,U.S.A,2016,Tanzania,Tanzania,73.0,2.75,3,1,1,0,0,0,1,0,sweet,3
1804,Cao,U.S.A,2016,Venezuela,Porcelana,75.0,2.5,3,1,1,0,0,0,1,0,nutty,3
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55.0,3.5,4,1,1,0,1,0,1,0,sandy,3
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55.0,3.25,4,1,1,0,1,0,1,0,sticky,3
266,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55.0,3.0,4,1,1,0,1,0,1,0,sweet,3
245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77.0,2.75,4,1,1,0,1,0,1,0,crumbly,2
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77.0,2.5,4,1,1,0,1,0,1,0,perfume,2
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77.0,2.0,4,1,1,0,1,0,1,0,grainy,3
1263,Captain Pembleton,New zealand,2014,Papua new guinea,Kulili Estate,70.0,3.75,3,1,1,0,0,0,1,0,tart,3
1263,Captain Pembleton,New zealand,2014,Papua new guinea,"Saidor Estate, Madang P.",70.0,3.5,3,1,1,0,0,0,1,0,mild smoke,2
841,Caribeans,Costa rica,2012,Costa rica,Costa Rica,72.0,3.0,2,1,0,0,0,0,1,0,fatty,3
845,Caribeans,Costa rica,2012,Costa rica,Costa Rica,80.0,2.75,2,1,0,0,0,0,1,0,fatty,3
1582,Caribeans,Costa rica,2015,Guatemala,"Antigua, Special Reserve",72.0,3.5,3,1,1,0,0,0,1,0,woody,3
1586,Caribeans,Costa rica,2015,Costa rica,Anselmo Paraiso Estate,72.0,3.5,2,1,0,0,0,0,1,0,acidic,3
1586,Caribeans,Costa rica,2015,Costa rica,"Talamanca, Raul-Kekoldo community",72.0,3.25,2,1,0,0,0,0,1,0,floral,3
1888,Carlotta Chocolat,Colombia,2016,Colombia,Huila,65.0,3.5,3,1,1,0,0,0,1,0,overly sweet,2
1888,Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65.0,3.5,3,1,1,0,0,0,1,0,sweet,3
1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65.0,3.25,3,1,1,0,0,0,1,0,nutty,3
1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65.0,3.25,3,1,1,0,0,0,1,0,mild smoke,2
1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65.0,3.0,3,1,1,0,0,0,1,0,sweet,2
2154,Casa,U.S.A,2018,Blend,"Ecuador, Vietnam",75.0,2.0,2,1,0,0,0,0,1,0,off notes,2
2402,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65.0,3.25,2,1,0,0,0,0,1,0,molasses,3
2394,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71.0,3.0,2,1,0,0,0,0,1,0,sandy,4
1101,Castronovo,U.S.A,2013,Dominican republic,"Conacado, batch 161",73.0,3.5,2,1,0,0,0,0,1,0,sandy,3
1105,Castronovo,U.S.A,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70.0,3.25,3,1,1,0,0,0,1,0,sandy,3
1109,Castronovo,U.S.A,2013,Nicaragua,"Nicaragua, batch 164",72.0,3.25,3,1,1,0,0,0,1,0,sandy,3
